stock_id,stock_name,risk,roi,sharpe_ratio,correlation_to_hsi,PE_ratio,var
^NDX,NASDAQ 100,57.77315663932151,144.82785808198088,2.5068365051635118,1.0,0,-3.2244763464988373
AAPL,Apple Inc.,71.22614583790896,nan,nan,nan,32.91,-3.973745033956465
MSFT,Microsoft Corporation,67.82592796649266,213.52329692302345,3.148107269958889,0.8882459966727041,34.35,-3.785548741479639
NVDA,NVIDIA Corporation,119.14591833841901,2682.560020600984,22.51491329297164,0.8093629432218019,61.26,-6.649856400656353
GOOGL,Alphabet Inc.,71.40058076338875,179.02570880025556,2.5073424737751226,0.8105457608784732,23.48,-3.985059795765571
GOOG,Alphabet Inc.,71.17394552867768,181.90481218763122,2.5557781128536345,0.8085671024417784,23.76,-3.97241066949104
AMZN,"Amazon.com, Inc.",79.11942231799449,87.05600064012846,1.1003113785416114,0.7678277316911453,39.84,-4.415869248857813
META,"Meta Platforms, Inc.",100.1011325314225,179.8910380216266,1.7970929346394504,0.7114617949593388,26.46,-5.586915323329091
AVGO,Broadcom Inc.,86.72210217270296,527.8940575426107,6.087191665295828,0.7781639391888304,63.63,-4.8401954028631415
TSLA,"Tesla, Inc.",146.5580958159565,1209.9864894400691,8.256019448830283,0.5933885443566524,56.18,-8.179804269597756
COST,Costco Wholesale Corporation,53.85381253753792,243.92232465245263,4.529341808111182,0.6558564208032137,52.9,-3.005727136915414
ASML,ASML Holding N.V.,94.20141582241124,320.62860317557147,3.4036495139311005,0.7834208200768275,45.87,-5.257636154838875
NFLX,"Netflix, Inc.",101.91651134336315,103.95072220421693,1.019959580975063,0.591939225760327,39.52,-5.688236531647032
AZN,AstraZeneca PLC,58.17412274371011,106.57373853098595,1.8319784382568776,0.38628121921697295,39.41,-3.2468553507727504
PEP,"PepsiCo, Inc.",48.98960160868176,54.73610359247545,1.1173004432592757,0.542718178895406,24.98,-2.7342423506089193
ADBE,Adobe Inc.,84.9937683855769,85.79594634784458,1.0094380797263698,0.7923649968463361,48.32,-4.7437324131353185
AMD,"Advanced Micro Devices, Inc.",116.40328902410567,314.03022821135045,2.6977779652456273,0.7360003535626439,157.96,-6.496782830409394
TMUS,"T-Mobile US, Inc.",60.54049112871753,155.4891482126577,2.568349633670234,0.5355689476517664,24.34,-3.378928779479357
LIN,Linde plc,58.24461212101308,150.82687699116332,2.5895421310008016,0.6428666869958581,34.02,-3.2507895538354603
CSCO,"Cisco Systems, Inc.",62.14263977156426,3.0915830092321106,0.04974978566402618,0.6217743043035127,15.36,-3.468349034541522
QCOM,QUALCOMM Incorporated,92.12544377584031,164.65559863556797,1.787297752792465,0.7580949014058497,21.06,-5.141770532298099
AMGN,Amgen Inc.,57.5504631470351,82.3420536359739,1.430780034308308,0.4578036090285083,55.6,-3.2120472195449534
INTU,Intuit Inc.,83.1595625469524,138.82573074364055,1.6693898631953323,0.811410755460617,58.14,-4.641360417466498
PDD,PDD Holdings Inc.,165.13032393292755,517.3523681489849,3.1329943273115752,0.37651213567726305,18.19,-9.216370622356028
TXN,Texas Instruments Incorporated,69.1388014113533,84.13591004545265,1.21691305501337,0.793539535946799,33.31,-3.8588237642610372
ISRG,"Intuitive Surgical, Inc.",79.46567266307774,172.67002492885265,2.172888231386992,0.7023783911149797,79.35,-4.435194418411178
CMCSA,Comcast Corporation,62.96224982123576,3.974608267902138,0.06312684631167026,0.5675186335784718,10.39,-3.5140936912688248
AMAT,"Applied Materials, Inc.",103.2663793515422,332.7689579492096,3.222432703061938,0.785857194119171,21.97,-5.763576321204357
HON,Honeywell International Inc.,60.47308220301311,33.43083462771872,0.5528217416715864,0.5767196213981202,22.63,-3.3751665047635444
SNY,Sanofi,56.85035022469674,53.00803843612718,0.9324135775174099,0.33539237180403575,28.46,-3.172972021143526
VRTX,Vertex Pharmaceuticals Incorporated,69.49633303034665,160.48155123785065,2.309208907004833,0.47903688297577823,-237.79,-3.8787785722658477
ARM,Arm Holdings plc,nan,nan,nan,nan,285.37,nan
REGN,"Regeneron Pharmaceuticals, Inc.",68.4513790983706,282.3435998592274,4.124732088355373,0.40885814926090747,29.94,-3.820456863139356
BKNG,Booking Holdings Inc.,83.11176021265122,80.49060894816765,0.9684623300267369,0.5724774641560131,24.15,-4.638692439719948
ADP,"Automatic Data Processing, Inc.",61.97876335385231,75.74857342985227,1.2221698099619165,0.6491494560839337,28.81,-3.459202647821474
LRCX,Lam Research Corporation,107.70789871521767,339.1962555965932,3.149223591237597,0.771468091357701,27.86,-6.011469546428278
MU,"Micron Technology, Inc.",102.34547715662376,125.15233312008769,1.2228418548341087,0.691639262277304,-66.01,-5.7121782755082995
ADI,"Analog Devices, Inc.",78.52682456804365,112.8299376790147,1.4368330605454107,0.7697140778937532,49.26,-4.38279476342448
PANW,"Palo Alto Networks, Inc.",93.79278408994512,359.75037170813044,3.8355868758852294,0.5634268566594383,47.83,-5.2348293111001505
KLAC,KLA Corporation,101.2880388394838,496.2623236308215,4.899515572784197,0.7886926095906832,36.77,-5.653159779032748
GILD,"Gilead Sciences, Inc.",58.32385409294976,41.34943033542725,0.7089625844946623,0.32158480522294497,89.83,-3.2552122629104545
MDLZ,"Mondelez International, Inc.",49.03764295673112,43.9408103638568,0.8960628552768826,0.5340668505464937,23.96,-2.7369236683601055
MELI,"MercadoLibre, Inc.",119.66355971369903,202.0315756239894,1.6883299820543523,0.6662050448697643,68.03,-6.678747367805332
INTC,Intel Corporation,93.37056962848251,-50.72897751665315,-0.5433080007812052,0.6486476188466763,82.12,-5.211264378468284
SBUX,Starbucks Corporation,71.17365654222986,-12.59666392674535,-0.17698492024603654,0.6297557309396844,21.03,-3.9723945403746885
ABNB,"Airbnb, Inc.",96.58356342638537,-20.47543605011328,-0.21199710720674922,0.5636341820742066,15.66,-6.300091080184923
SNPS,"Synopsys, Inc.",79.73097900757318,309.43349366014957,3.8809694489109217,0.8126981608579036,57.16,-4.450001884060708
CTAS,Cintas Corporation,68.81854996302853,205.10479916624956,2.9803708342654454,0.6436524407236558,50.01,-3.8409496635519136
EQIX,"Equinix, Inc.",68.98198041121057,61.56787382982021,0.8925211114961631,0.5862691338595231,75.2,-3.850071159504621
CME,CME Group Inc.,63.14508653214827,17.456973744118955,0.27645814904745286,0.42386832780511546,22.79,-3.524298303304993
CDNS,"Cadence Design Systems, Inc.",81.249643259843,293.08789302150217,3.6072514445901396,0.8165715881868018,69.98,-4.534762649173279
ORLY,"O'Reilly Automotive, Inc.",62.18392782392422,203.20624670570376,3.2678258485229295,0.48365518124627016,28.33,-3.4706534325694656
CSX,CSX Corporation,64.5339920495164,65.31485771868766,1.0121000676445386,0.6034679055282963,18.58,-3.6018168819804592
PYPL,"PayPal Holdings, Inc.",99.77761504147053,-36.99376903077872,-0.3707622096940583,0.6875728177357461,15.71,-5.568858935990913
NXPI,NXP Semiconductors N.V.,96.63721460762841,166.6633994381095,1.7246295861775938,0.7356114854876581,22.68,-5.3935846822284566
MAR,"Marriott International, Inc.",88.4131548133039,73.22425632551149,0.8282054461254574,0.47402389650709137,21.84,-4.934577630830081
ROP,"Roper Technologies, Inc.",57.648180739071876,53.802126932547345,0.9332840385036155,0.6335145707314709,39.37,-3.2175011030176277
WDAY,"Workday, Inc.",91.0911295496856,11.705486883143509,0.12850303801270527,0.657306792094366,37.71,-5.0840426539703785
